Anio,Tipo,ID,Titulo,Beneficiario,CCAA,Inicio,Fin,Cuantia,ODS
2017,Horizonte 2020,766124,Interdisciplinary training network on the purinergic P2X7 receptor to control neuroinflammation and hyperexcitability in brain diseases.,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-09-01,2021-08-31,3487463.28,ODS3 ODS4 ODS8
2017,Horizonte 2020,765147,Combatting Antimicrobial Resistance Training Network,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2021-12-31,3445596.72,ODS4 ODS8
2017,Horizonte 2020,773830,"Promoting One Health in Europe through joint actions on foodborne zoonoses, antimicrobial resistance and emerging microbiological hazards.",UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2023-09-30,44998999.99,ODS2 ODS3
2017,Horizonte 2020,777832,Volatolomics test for the diagnosis of bovine tuberculosis,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2021-12-31,1395000.0,ODS9
2017,Horizonte 2020,780073,Inclusive Robotics for a better Society (INBOTS),UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2021-06-30,2982973.75,ODS9
2017,Horizonte 2020,779322,Personalised maxillofacial bone regeneration,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2022-06-30,5949665.0,ODS9
2017,Horizonte 2020,759207,Decentralized Blockchain-based Organizations for Bootstrapping the Collaborative Economy,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2018-01-01,2022-12-31,1498855.0,ODS8
2017,Horizonte 2020,723021,BRidging gaps for the adoption of Automated VEhicles,UNIVERSIDAD DE ALCALA,MADRID,2017-06-01,2021-02-28,2990538.75,ODS9
2017,Horizonte 2020,754382,GOT ENERGY TALENT. Attracting Talented Researchers within the Spanish Campus of International Excellence ‘Smart Energy’ and the region of Madrid.,UNIVERSIDAD DE ALCALA,MADRID,2017-09-01,2023-08-31,2407200.0,ODS7
2017,Horizonte 2020,737469,"Advancing fail-aware, fail-safe, and fail-operational electronic components, systems, and architectures for fully automated driving to make future mobility safer, affordable, and end-user acceptable.",UNIVERSIDAD DE ALCALA,MADRID,2017-05-01,2020-10-31,16163362.92,ODS11
2017,Horizonte 2020,770356,Understanding value co-creation in public services for transforming European public administrations,UNIVERSIDAD DE ALCALA,MADRID,2017-11-01,2021-04-30,4461508.75,ODS9
2017,Horizonte 2020,740879,SEIMED Innovation Management Support,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-01-01,2018-12-31,209950.0,ODS9
2017,Horizonte 2020,745578,Biopolymers with advanced functionalities for building and automotive parts processed through additive manufacturing,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-05-01,2020-10-31,2603861.25,ODS9
2017,Horizonte 2020,727624,Microbial Uptakes for Sustainable management of major bananA pests and diseases,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-06-01,2021-11-30,3987403.75,ODS3 ODS12 ODS14
2017,Horizonte 2020,755039,MULTISCALE MODELLING FOR FUSION AND FISSION MATERIALS,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-09-01,2021-12-31,4000000.0,ODS9
2017,Horizonte 2020,768905,PORTABLE SOLUTION FOR THE ELECTROCHEMICAL REGENERATION OF ACTIVATED CARBON,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-10-01,2021-02-28,2206718.75,ODS13
2017,Horizonte 2020,760930,Innovative Photoelectrochemical Cells for Solar Hydrogen Production,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2018-01-01,2021-12-31,2578971.25,ODS12
2017,Horizonte 2020,777630,Multi-scale Observation and Monitoring of railway Infrastructure Threats,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-09-01,2019-10-31,599172.0,ODS9
2017,Horizonte 2020,760940,Intelligent bulk MAterials for Smart TRanspOrt industries.,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-12-01,2021-08-31,5940666.28,ODS11
2017,Horizonte 2020,772705,Networking European Farms to Enhance Cross Fertilisation and Innovation Uptake through Demonstration,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2018-01-01,2022-09-30,6999991.25,ODS8 ODS9
2017,Horizonte 2020,777803,A global initiative to understand gypsum ecosystem ecology,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2018-01-01,2023-10-31,724500.0,ODS17
2017,Horizonte 2020,752608,High throughput computing for accelerated photovoltaic material discovery: From material database to the new generation of photovoltaic materials.,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2018-04-01,2020-05-31,158121.6,ODS9
2017,Horizonte 2020,750985,Molecular to Continuum Investigation of Anisotropic Thermal Transport in Polymers,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2017-10-16,2019-10-15,170121.6,ODS11
2017,Horizonte 2020,766311,European Doctorate in ARchaeological and Cultural Heritage MATerials science,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2018-04-01,2022-09-30,3294226.8,ODS9
2017,Horizonte 2020,730398,REcovery and REcycling of nutrients TURNing wasteWATER into added-value products for a circular economy in agriculture,UNIVERSIDAD DE CADIZ,ANDALUCIA,2017-07-01,2022-03-31,5871895.76,ODS2 ODS6 ODS8 ODS12
2017,Horizonte 2020,768576,"Residential Retrofit assessment platform and demonstrations for near zero energy and CO2 emissions with optimum cost, health, comfort and environmental quality.",UNIVERSIDAD DE CADIZ,ANDALUCIA,2018-01-01,2021-12-31,6914690.0,ODS3 ODS7 ODS13
2017,Horizonte 2020,760858,Innovative materials and techniques for the conservation of 20th century concrete-based cultural heritage,UNIVERSIDAD DE CADIZ,ANDALUCIA,2018-01-01,2021-12-31,6882086.5,ODS9
2017,Horizonte 2020,741373,EURAXESS España Career Day,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-03-01,2018-02-28,89650.0,ODS3
2017,Horizonte 2020,740466,Law Enforcement agencies human factor methods and Toolkit for the Security and protection of CROWDs in mass gatherings,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-05-01,2019-10-31,2919307.5,ODS16
2017,Horizonte 2020,727315,Mediterranean Aquaculture Integrated Development,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-05-01,2021-10-31,6999996.25,ODS9
2017,Horizonte 2020,737494,MegaModelling at Runtime - scalable model-based framework for continuous development and runtime validation of complex systems.,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-04-01,2020-03-31,4442949.15,ODS8
2017,Horizonte 2020,761708,Federated CPS Digital Innovation Hubs for the Smart Anything Everywhere Initiative,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-09-01,2021-01-31,6995195.77,ODS9
2017,Horizonte 2020,765057,"Sustainable, Accessible, Safe, Resilient and Smart Urban Pavements",UNIVERSIDAD DE CANTABRIA,CANTABRIA,2018-03-01,2022-05-31,3878868.96,ODS11 ODS12
2017,Horizonte 2020,765553,A EUROpean training and research network for environmental FLOW management in river basins,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-09-01,2022-02-28,3923988.84,ODS3 ODS4 ODS8 ODS14
2017,Horizonte 2020,774652,Enhancing Food Security in AFRIcan AgriCULTUral Systems with the Support of REmote Sensing,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-11-01,2022-10-31,8531533.2,ODS2 ODS16
2017,Horizonte 2020,777367,eXtreme DataCloud,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-11-01,2020-04-30,3077000.0,ODS9
2017,Horizonte 2020,777536,Integrating and managing services for the European Open Science Cloud,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2018-01-01,2021-03-31,30000000.0,ODS9
2017,Horizonte 2020,778035,"PDE-based geometric modelling, image processing, and shape reconstruction",UNIVERSIDAD DE CANTABRIA,CANTABRIA,2018-01-01,2023-10-31,535500.0,ODS9
2017,Horizonte 2020,778076,"Rebellion and Resistance in the Iberian Empires, 16th-19th centuries",UNIVERSIDAD DE CANTABRIA,CANTABRIA,2018-06-01,2024-05-31,1030500.0,ODS9
2017,Horizonte 2020,744181,INNOVACTIS 2017-2018,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2017-01-01,2018-12-31,247910.0,ODS9
2017,Horizonte 2020,741373,EURAXESS España Career Day,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2017-03-01,2018-02-28,89650.0,ODS3
2017,Horizonte 2020,776661,"DownScaling CLImate imPACTs and decarbonisation pathways in EU islands, and enhancing socioeconomic and non-market evaluation of Climate Change for Europe, for 2050 and beyond.",UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2017-12-01,2021-03-31,4481340.0,ODS13 ODS15
2017,Horizonte 2020,779312,Improved Methods and Actionable Tools for Enhancing Health Technology Assessment,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2018-01-01,2021-06-30,4593306.25,ODS3 ODS9
2017,Horizonte 2020,747363,PLANT DEFENCE STRATEGIES IN THE ARMS RACE WITH FUNGAL DISEASE,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2018-09-01,2020-08-31,170121.6,ODS3 ODS14
2017,Horizonte 2020,750669,Fusarium oxysporum mediated underpinning of cell type-specific modulation in multiple host interaction,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2018-07-01,2020-06-30,170121.6,ODS9
2017,Horizonte 2020,751039,Understanding Non-Photochemical Quenching Regulation in a Dynamic Environment.,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2018-01-15,2021-01-14,257191.2,ODS9
2017,Horizonte 2020,730482,Climate forecast enabled knowledge services,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2017-06-01,2020-09-30,3459075.0,ODS13
2017,Horizonte 2020,728003,Crop diversification and low-input farming across Europe: from practitioners engagement and ecosystems services to increased revenues and chain organisation,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2017-05-01,2022-10-31,9999277.5,ODS15
2017,Horizonte 2020,774208,Bringing Organisations and Network Development to higher levels in the farming sector in Europe,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2017-11-01,2020-10-31,2890691.25,ODS8
2017,Horizonte 2020,773911,Organic Knowledge Network on Monogastric Animal Feed,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2018-01-01,2021-03-31,1990368.75,ODS8
2017,Horizonte 2020,755175,Building social and emotional skills to BOOST mental health resilience in children and young people in Europe,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2018-01-01,2023-06-30,3461907.0,ODS3 ODS13
2017,Horizonte 2020,741373,EURAXESS España Career Day,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-03-01,2018-02-28,89650.0,ODS3
2017,Horizonte 2020,749359,Homogeneous and heterogeneous enantioselective Single Electron Transfer (SET) catalysis in cross-coupling reactions,UNIVERSIDAD DE GRANADA,ANDALUCIA,2018-02-01,2021-04-15,239191.2,ODS9
2017,Horizonte 2020,754446,Attracting and Encouraging Triple I Talent Mobility,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-10-01,2023-03-31,2124000.0,ODS11
2017,Horizonte 2020,746592,Soft Computing and Computer Vision for Comparative Radiography in Forensic Identification,UNIVERSIDAD DE GRANADA,ANDALUCIA,2018-04-01,2020-05-05,170121.6,ODS9
2017,Horizonte 2020,741716,Stakeholder-informed ethics for new technologies with high socio-economic and human rights impact,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-10-01,2021-03-31,3996787.5,ODS16
2017,Horizonte 2020,765492,European Liquid Biopsies Academy - Towards widespread clinical application of blood- based diagnostic tools,UNIVERSIDAD DE GRANADA,ANDALUCIA,2018-01-01,2022-09-30,3727722.96,ODS9
2017,Horizonte 2020,777822,Geometric and Harmonic Analysis with Interdisciplinary Applications,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-11-01,2023-09-30,1782000.0,ODS9
2017,Horizonte 2020,769827,"Re-designing access to CH for a wider participation in preservation, (re)use and management of European culture",UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-11-01,2020-12-31,1499981.88,ODS9
2017,Horizonte 2020,777981,loW Altitude Remote sensing for the Monitoring of the state of Cultural hEritage Sites: building an inTegrated model for maintenance.,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-12-01,2022-12-31,1296000.0,ODS9
2017,Horizonte 2020,778349,Development of GRASP radiative transfer code for the retrieval of aerosol microphysics vertical-profiles from space measurements and its impact in ACE mission,UNIVERSIDAD DE GRANADA,ANDALUCIA,2018-03-01,2023-08-31,877500.0,ODS9
2017,Horizonte 2020,778039,PLANNING AND ENGAGEMENT ARENAS FOR RENEWABLE ENERGY LANDSCAPES,UNIVERSIDAD DE HUELVA,ANDALUCIA,2018-07-01,2023-12-31,405000.0,ODS7 ODS15
2017,Horizonte 2020,741572,Open Schools for Open Societies,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2017-04-01,2020-03-31,2982250.0,ODS4
2017,Horizonte 2020,779790,European Data Incubator,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2018-01-01,2021-06-30,7142856.76,ODS9
2017,Horizonte 2020,727610,Consumer driven Production: Integrating Innovative Approaches for Competitive and Sustainable Performance across the Mediterranean Aquaculture Value Chain,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-05-01,2022-10-31,6997060.74,ODS12
2017,Horizonte 2020,761329,Wireless Optical/Radio TErabit Communications,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-09-01,2020-10-31,2999155.0,ODS9
2017,Horizonte 2020,764461,European Training Network on Visible light based Interoperability and Networking,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-09-01,2022-02-28,3752913.96,ODS4 ODS8
2017,Horizonte 2020,776661,"DownScaling CLImate imPACTs and decarbonisation pathways in EU islands, and enhancing socioeconomic and non-market evaluation of Climate Change for Europe, for 2050 and beyond.",UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-12-01,2021-03-31,4481340.0,ODS13 ODS15
2017,Horizonte 2020,773406,Optimal System-Mix Of flexibility Solutions for European electricity,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2018-01-01,2022-04-30,21207868.71,ODS7
2017,Horizonte 2020,727213,Genomic management Tools to Optimise Resilience and Efficiency,UNIVERSIDAD DE LLEIDA,CATALUÑA,2017-06-01,2022-07-31,6999999.75,ODS13
2017,Horizonte 2020,768824,Innovative compact HYbrid electrical/thermal storage systems for low energy BUILDings,UNIVERSIDAD DE LLEIDA,CATALUÑA,2017-10-01,2022-03-31,5995840.0,ODS7
2017,Horizonte 2020,774078,Building the product pipeline for commercial demonstration of Plant Molecular Factories,UNIVERSIDAD DE LLEIDA,CATALUÑA,2017-11-01,2022-08-31,8286008.63,ODS9
2017,Horizonte 2020,754326,Political Concepts in the World,UNIVERSIDAD DE MALAGA,ANDALUCIA,2018-01-01,2023-12-31,941760.0,ODS9
2017,Horizonte 2020,760809,E2E-aware Optimizations and advancements for the Network Edge of 5G New Radio,UNIVERSIDAD DE MALAGA,ANDALUCIA,2017-06-01,2019-06-30,7977228.75,ODS8
2017,Horizonte 2020,762013,Enabling Smart Energy as a Service via 5G Mobile Network advances (NRG-5),UNIVERSIDAD DE MALAGA,ANDALUCIA,2017-06-01,2019-11-30,6833775.0,ODS7 ODS8
2017,Horizonte 2020,755705,Advanced Analytics to Empower the Small Flexible Consumers of Electricity,UNIVERSIDAD DE MALAGA,ANDALUCIA,2018-02-01,2024-01-31,1203125.0,ODS7
2017,Horizonte 2020,777996,"Scalable, trustEd, and interoperAble pLatform for sEcureD smart GRID",UNIVERSIDAD DE MALAGA,ANDALUCIA,2018-01-01,2022-12-31,1080000.0,ODS9
2017,Horizonte 2020,777517,Design of the European mobile network operator for research,UNIVERSIDAD DE MALAGA,ANDALUCIA,2018-01-01,2020-03-31,2047937.5,ODS8 ODS14
2017,Horizonte 2020,778045,Thinking rough towards sustainability,UNIVERSIDAD DE MALAGA,ANDALUCIA,2018-01-01,2022-12-31,693000.0,ODS9
2017,Horizonte 2020,727315,Mediterranean Aquaculture Integrated Development,UNIVERSIDAD DE MURCIA,MURCIA,2017-05-01,2021-10-31,6999996.25,ODS9
2017,Horizonte 2020,779852,IoTCrawler,UNIVERSIDAD DE MURCIA,MURCIA,2018-02-01,2021-04-30,4997137.5,ODS9
2017,Horizonte 2020,744181,INNOVACTIS 2017-2018,UNIVERSIDAD DE NAVARRA,NAVARRA,2017-01-01,2018-12-31,247910.0,ODS9
2017,Horizonte 2020,746451,Qur’an and Qital. The violence against the Other in a historical critical deradicalizing perspective.,UNIVERSIDAD DE NAVARRA,NAVARRA,2017-06-01,2019-05-31,170121.6,ODS9
2017,Horizonte 2020,749952,Locked between formulas: creativity in oral and transitional  poetic texts,UNIVERSIDAD DE NAVARRA,NAVARRA,2017-08-01,2019-09-22,170121.6,ODS9
2017,Horizonte 2020,765394,Training Network for the education of the next generation scientist in targeting the supressive capacity of regulatory T-cells specifically within tumours,UNIVERSIDAD DE NAVARRA,NAVARRA,2018-06-01,2022-11-30,1273933.58,ODS4 ODS8
2017,Horizonte 2020,779990,Innovation Radar Support Services,UNIVERSIDAD DE NAVARRA,NAVARRA,2017-12-01,2019-11-30,999593.75,ODS9
2017,Horizonte 2020,779316,NEURONAL SELF-RENEWAL BY ANTIGEN-SPECIFIC TOLERIZATION IN MULTIPLE SCLEROSIS REINSTALLING THE BALANCE BETWEEN INFLAMMATION AND REGENERATION,UNIVERSIDAD DE NAVARRA,NAVARRA,2018-01-01,2023-06-30,5357032.5,ODS9
2017,Horizonte 2020,754658,SLAMF7-CAR T cells prepared by Sleeping Beauty gene-transfer for immunotherapy of multiple myeloma – a rare hematologic disease,UNIVERSIDAD DE NAVARRA,NAVARRA,2018-01-01,2023-06-30,6097875.0,ODS3 ODS14
2017,Horizonte 2020,740080,Vancomycin resistance regulation in the antibiotic-producers streptomycetes,UNIVERSIDAD DE OVIEDO,PRINCIPADO DE ASTURIAS,2018-02-01,2020-01-31,158121.6,ODS9
2017,Horizonte 2020,742067,Deconstructing Ageing: from molecular mechanisms to intervention strategies,UNIVERSIDAD DE OVIEDO,PRINCIPADO DE ASTURIAS,2017-09-01,2023-08-31,2456250.0,ODS9
2017,Horizonte 2020,750795,Role of bacterial cellulases in the transition from free living to root endophytes in rapeseed crops and in the design of efficient biofertilizers,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2017-06-01,2019-05-31,170121.6,ODS9
2017,Horizonte 2020,748690,Southern Ocean Nanoplankton Response to CO2,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2018-02-01,2020-03-02,158121.6,ODS14
2017,Horizonte 2020,765256,Understanding the Mediterranean Salinity Crisis,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2018-02-01,2022-07-31,3893087.88,ODS9
2017,Horizonte 2020,777640,My TRAvel Companion,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2017-09-01,2020-12-31,3494476.25,ODS9
2017,Horizonte 2020,778168,Integrated Process and Product Design for Sustainable Biorefineries,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2018-01-01,2023-10-31,594000.0,ODS12
2017,Horizonte 2020,780758,"Boosting the growth potential of CEE start-ups on a pan-Europen level by creating new opportunities, synergies and opening the GATE of Startup Europe to the Balkans",UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2018-01-01,2019-12-31,1498771.25,ODS9
2017,Horizonte 2020,780601,Startup Europe Partnership 2.0,UNIVERSIDAD DE SALAMANCA,CASTILLA Y LEON,2018-01-01,2020-07-31,1424649.5,ODS17
2017,Horizonte 2020,750248,Glyco and Nano Peptide Conjugates for Selective Cell Penetration,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2017-04-01,2019-03-31,158121.6,ODS9
2017,Horizonte 2020,749667,Photoresponsive Smart Nanocarriers for Tetherless Regeneration of Bone Tissue,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2018-01-02,2020-01-01,158121.6,ODS9
2017,Horizonte 2020,740580,Visible Attributes through Genomics:  Broadened Forensic Use of DNA for Constructing Composite Sketches from Traces,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2017-05-01,2021-10-31,5000000.0,ODS9
2017,Horizonte 2020,727740,Sustainability Transition Assessment and Research of Bio-based Products,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2017-05-01,2020-04-30,4983871.5,ODS14
2017,Horizonte 2020,730285,RECOVERY AND UTILIZATION OF NUTRIENTS 4 LOW IMPACT FERTILIZER,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2017-06-01,2021-11-30,6239340.65,ODS9
2017,Horizonte 2020,766118,TArgeting Platelet Adhesion receptors in thrombosiS,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2018-01-01,2022-06-30,3881891.88,ODS9
2017,Horizonte 2020,778069,Emergent Marine Toxins in the North Atlantic and Mediterranean: New Approaches to Assess their Occurrence and Future Scenarios in the Framework of Global Environmental Changes.,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2018-03-01,2023-10-31,702000.0,ODS3 ODS8 ODS14 ODS17
2017,Horizonte 2020,778076,"Rebellion and Resistance in the Iberian Empires, 16th-19th centuries",UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,GALICIA,2018-06-01,2024-05-31,1030500.0,ODS9
2017,Horizonte 2020,752608,High throughput computing for accelerated photovoltaic material discovery: From material database to the new generation of photovoltaic materials.,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-04-01,2020-05-31,158121.6,ODS9
2017,Horizonte 2020,730398,REcovery and REcycling of nutrients TURNing wasteWATER into added-value products for a circular economy in agriculture,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-07-01,2022-03-31,5871895.76,ODS2 ODS6 ODS8 ODS12
2017,Horizonte 2020,737417,300mm Pilot Line for Smart Power and Power Discretes,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-11-01,2023-04-30,28046206.5,ODS9
2017,Horizonte 2020,755490,Augmented Reality and Indoor Navigation for Enhanced ASSembly,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-09-01,2021-10-31,495534.5,ODS9
2017,Horizonte 2020,734271,Planning in A liquiD worlD with tropicaL StakEs: solutions from an EU-Africa-Brazil perspective,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-07-01,2023-04-30,1460790.0,ODS9
2017,Horizonte 2020,771066,Smart Distribution Grid: a Market Driven Approach for the Next Generation of Advanced Operation Models and Services,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-10-01,2021-06-30,3996125.0,ODS9
2017,Horizonte 2020,777536,Integrating and managing services for the European Open Science Cloud,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-01-01,2021-03-31,30000000.0,ODS9
2017,Horizonte 2020,778039,PLANNING AND ENGAGEMENT ARENAS FOR RENEWABLE ENERGY LANDSCAPES,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-07-01,2023-12-31,405000.0,ODS7 ODS15
2017,Horizonte 2020,727348,SOlar Calcium-looping integRAtion for Thermo-Chemical  Energy Storage,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-01-01,2021-12-31,4975402.5,ODS7
2017,Horizonte 2020,730994,The European Robotics Research Infrastructure Network,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2017-12-01,2022-11-30,4999236.25,ODS8 ODS9 ODS14
2017,Horizonte 2020,779411,HYbrid FLying-rollIng with-snakE-aRm robot for contact inSpection,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-01-01,2022-09-30,3897020.0,ODS9
2017,Horizonte 2020,778035,"PDE-based geometric modelling, image processing, and shape reconstruction",UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-01-01,2023-10-31,535500.0,ODS9
2017,Horizonte 2020,779577,Reversible solid oxide Electrolyzer and Fuel cell for optimized Local Energy miX,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2018-01-01,2023-06-30,2999575.25,ODS7
2017,Horizonte 2020,750126,Biological Valorization of Methane Emissions,UNIVERSIDAD DE VALLADOLID,CASTILLA Y LEON,2017-09-18,2019-09-17,170121.6,ODS13
2017,Horizonte 2020,745785,Demonstration of an integrated innovative biorefinery for the transformation of Municipal Solid Waste (MSW) into new BioBased products (URBIOFIN),UNIVERSIDAD DE VALLADOLID,CASTILLA Y LEON,2017-06-01,2022-09-30,10946366.03,ODS12
2017,Horizonte 2020,765608,Integrated Training in Dry Eye Disease Drug Development (IT-DED3),UNIVERSIDAD DE VALLADOLID,CASTILLA Y LEON,2018-01-01,2022-08-31,3002689.44,ODS3 ODS4 ODS14
2017,Horizonte 2020,778349,Development of GRASP radiative transfer code for the retrieval of aerosol microphysics vertical-profiles from space measurements and its impact in ACE mission,UNIVERSIDAD DE VALLADOLID,CASTILLA Y LEON,2018-03-01,2023-08-31,877500.0,ODS9
2017,Horizonte 2020,778322,Carbon smart forestry under climate change,UNIVERSIDAD DE VALLADOLID,CASTILLA Y LEON,2018-01-01,2023-06-30,967500.0,ODS13 ODS15
2017,Horizonte 2020,760551,Disruptive Cyclone-based technology for effective and affordable particulate matter emission reduction in biomass combustion systems,UNIVERSIDAD DE VIGO,GALICIA,2017-04-01,2020-11-30,1241826.26,ODS9
2017,Horizonte 2020,768905,PORTABLE SOLUTION FOR THE ELECTROCHEMICAL REGENERATION OF ACTIVATED CARBON,UNIVERSIDAD DE VIGO,GALICIA,2017-10-01,2021-02-28,2206718.75,ODS13
2017,Horizonte 2020,730984,Association of European Marine Biological Laboratories Expanded,UNIVERSIDAD DE VIGO,GALICIA,2017-10-01,2022-09-30,9999911.47,ODS14
2017,Horizonte 2020,766030,Computational ONcology TRaining Alliance,UNIVERSIDAD DE VIGO,GALICIA,2018-01-01,2022-06-30,3863978.28,ODS4
2017,Horizonte 2020,776348,Commercial service platform for user-relevant coastal water monitoring services based on Earth observation,UNIVERSIDAD DE VIGO,GALICIA,2017-11-01,2021-04-30,1968614.38,ODS6
2017,Horizonte 2020,745755,Wearable Cardiorespiratory Monitor,UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-10-09,2020-12-03,257191.2,ODS9
2017,Horizonte 2020,741373,EURAXESS España Career Day,UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-03-01,2018-02-28,89650.0,ODS3
2017,Horizonte 2020,752349,"Nanoparticle-based immunization, a novel therapeutic strategy for amyotrophic lateral sclerosis",UNIVERSIDAD DE ZARAGOZA,ARAGON,2018-03-01,2020-02-29,158121.6,ODS9
2017,Horizonte 2020,726840,"Transforming into Open, Innovative and Collaborative Governments",UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-06-01,2021-11-30,4747077.15,ODS9
2017,Horizonte 2020,766884,Organ on Chip in Development,UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-10-01,2019-09-30,520472.5,ODS9
2017,Horizonte 2020,766082,"MultidisciplinarY training network for ATrial fibRillation monItoring, treAtment and progression",UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-11-01,2022-04-30,3056990.04,ODS4 ODS8
2017,Horizonte 2020,742684,Catalytic Dual-Function Devices Against Cancer,UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-09-01,2023-08-31,2483136.0,ODS3
2017,Horizonte 2020,764364,Generation of new yeast strains for improved flavours and aromas in beer and wine,UNIVERSIDAD DE ZARAGOZA,ARAGON,2017-12-01,2022-05-31,3668076.03,ODS9
